model_key,method_key,metric,n_seeds,seeds,values,mean,sd,seed_comparability,git_states
qwen3_1_7b,B,avg_latency_ms,3,"42,43,44","6596.6,6669.5,6627.1",6631.0667,36.6115,unknown_code_state,unknown
qwen3_1_7b,C,json_parse_rate,3,"42,43,44","97.45,83.94,87.96",89.7833,6.9371,unknown_code_state,e07022e2dafb;unknown
qwen3_1_7b,C,strict_schema_validity_rate,3,"42,43,44","1.46,0,0",0.4867,0.8429,unknown_code_state,e07022e2dafb;unknown
qwen3_1_7b,C,encoding_object_rate,3,"42,43,44","NA,83.94,87.96",85.95,2.8426,unknown_code_state,e07022e2dafb;unknown
qwen3_1_7b,C,completeness_score,3,"42,43,44","0.9745,0.8394,0.8796",0.8978,0.0694,unknown_code_state,e07022e2dafb;unknown
qwen3_1_7b,C,top_1_accuracy,3,"42,43,44","1.46,80.66,85.4",55.84,47.1541,unknown_code_state,e07022e2dafb;unknown
qwen3_1_7b,C,macro_f1,3,"42,43,44","0.0635,0.3905,0.6272",0.3604,0.2831,unknown_code_state,e07022e2dafb;unknown
qwen3_1_7b,C,exact_task_classification,3,"42,43,44","0.73,80.66,85.4",55.5967,47.575,unknown_code_state,e07022e2dafb;unknown
qwen3_1_7b,C,exact_encoding,3,"42,43,44","1.46,82.85,86.5",56.9367,48.0789,unknown_code_state,e07022e2dafb;unknown
qwen3_1_7b,C,exact_encoding_strict,3,"42,43,44","0.36,48.18,54.74",34.4267,29.6844,unknown_code_state,e07022e2dafb;unknown
qwen3_1_7b,C,paraphrase_consistency,3,"42,43,44","1.46,81.39,86.86",56.57,47.805,unknown_code_state,e07022e2dafb;unknown
qwen3_1_7b,C,paraphrase_accuracy,3,"42,43,44","3.65,81.75,84.31",56.57,45.8479,unknown_code_state,e07022e2dafb;unknown
qwen3_1_7b,C,missing_info_clarification_rate,3,"42,43,44","0,0,0",0.0,0.0,unknown_code_state,e07022e2dafb;unknown
qwen3_1_7b,C,avg_latency_ms,3,"42,43,44","9376.3,38749,39036.4",29053.9,17041.9073,unknown_code_state,e07022e2dafb;unknown
qwen3_1_7b,D,json_parse_rate,3,"42,43,44","95.99,98.54,100",98.1767,2.0295,unknown_code_state,449cd9ea9c62;unknown
qwen3_1_7b,D,strict_schema_validity_rate,3,"42,43,44","0,0,0",0.0,0.0,unknown_code_state,449cd9ea9c62;unknown
qwen3_1_7b,D,encoding_object_rate,3,"42,43,44","NA,98.54,100",99.27,1.0324,unknown_code_state,449cd9ea9c62;unknown
qwen3_1_7b,D,completeness_score,3,"42,43,44","0.958,0.9854,1",0.9811,0.0213,unknown_code_state,449cd9ea9c62;unknown
qwen3_1_7b,D,top_1_accuracy,3,"42,43,44","0,89.42,89.05",59.49,51.5202,unknown_code_state,449cd9ea9c62;unknown
qwen3_1_7b,D,macro_f1,3,"42,43,44","0,0.6126,0.5306",0.3811,0.3326,unknown_code_state,449cd9ea9c62;unknown
qwen3_1_7b,D,exact_task_classification,3,"42,43,44","0,89.42,88.69",59.37,51.4172,unknown_code_state,449cd9ea9c62;unknown
qwen3_1_7b,D,exact_encoding,3,"42,43,44","0,96.35,97.81",64.72,56.0539,unknown_code_state,449cd9ea9c62;unknown
qwen3_1_7b,D,exact_encoding_strict,3,"42,43,44","0,51.09,52.19",34.4267,29.8194,unknown_code_state,449cd9ea9c62;unknown
qwen3_1_7b,D,paraphrase_consistency,3,"42,43,44","0,97.45,98.54",65.33,56.5801,unknown_code_state,449cd9ea9c62;unknown
qwen3_1_7b,D,paraphrase_accuracy,3,"42,43,44","0.36,89.78,87.59",59.2433,51.0062,unknown_code_state,449cd9ea9c62;unknown
qwen3_1_7b,D,missing_info_clarification_rate,3,"42,43,44","0,0,0",0.0,0.0,unknown_code_state,449cd9ea9c62;unknown
qwen3_1_7b,D,avg_latency_ms,3,"42,43,44","9654,59140.8,57193.6",41996.1333,28026.0252,unknown_code_state,449cd9ea9c62;unknown
qwen3_8_27b,A,json_parse_rate,1,42,100,100.0,,homogeneous,e2a3675f0a6f
qwen3_8_27b,A,strict_schema_validity_rate,1,42,46.72,46.72,,homogeneous,e2a3675f0a6f
qwen3_8_27b,A,encoding_object_rate,1,42,NA,,,homogeneous,e2a3675f0a6f
qwen3_8_27b,A,completeness_score,1,42,1,1.0,,homogeneous,e2a3675f0a6f
qwen3_8_27b,A,top_1_accuracy,1,42,92.34,92.34,,homogeneous,e2a3675f0a6f
qwen3_8_27b,A,macro_f1,1,42,0.4453,0.4453,,homogeneous,e2a3675f0a6f
qwen3_8_27b,A,exact_task_classification,1,42,28.47,28.47,,homogeneous,e2a3675f0a6f
qwen3_8_27b,A,exact_encoding,1,42,0,0.0,,homogeneous,e2a3675f0a6f
qwen3_8_27b,A,exact_encoding_strict,1,42,0,0.0,,homogeneous,e2a3675f0a6f
qwen3_8_27b,A,paraphrase_consistency,1,42,98.54,98.54,,homogeneous,e2a3675f0a6f
qwen3_8_27b,A,paraphrase_accuracy,1,42,91.24,91.24,,homogeneous,e2a3675f0a6f
qwen3_8_27b,A,missing_info_clarification_rate,1,42,1.09,1.09,,homogeneous,e2a3675f0a6f
qwen3_8_27b,A,avg_latency_ms,1,42,30935.8,30935.8,,homogeneous,e2a3675f0a6f
qwen3_8_27b,B,json_parse_rate,1,42,100,100.0,,homogeneous,e2a3675f0a6f
qwen3_8_27b,B,strict_schema_validity_rate,1,42,84.67,84.67,,homogeneous,e2a3675f0a6f
qwen3_8_27b,B,encoding_object_rate,1,42,NA,,,homogeneous,e2a3675f0a6f
qwen3_8_27b,B,completeness_score,1,42,0.9994,0.9994,,homogeneous,e2a3675f0a6f
qwen3_8_27b,B,top_1_accuracy,1,42,83.58,83.58,,homogeneous,e2a3675f0a6f
qwen3_8_27b,B,macro_f1,1,42,0.4302,0.4302,,homogeneous,e2a3675f0a6f
qwen3_8_27b,B,exact_task_classification,1,42,39.42,39.42,,homogeneous,e2a3675f0a6f
qwen3_8_27b,B,exact_encoding,1,42,0,0.0,,homogeneous,e2a3675f0a6f
qwen3_8_27b,B,exact_encoding_strict,1,42,0,0.0,,homogeneous,e2a3675f0a6f
qwen3_8_27b,B,paraphrase_consistency,1,42,96.72,96.72,,homogeneous,e2a3675f0a6f
qwen3_8_27b,B,paraphrase_accuracy,1,42,83.94,83.94,,homogeneous,e2a3675f0a6f
qwen3_8_27b,B,missing_info_clarification_rate,1,42,1.09,1.09,,homogeneous,e2a3675f0a6f
qwen3_8_27b,B,avg_latency_ms,1,42,29406.8,29406.8,,homogeneous,e2a3675f0a6f
qwen3_8_27b,C,json_parse_rate,1,42,100,100.0,,homogeneous,449cd9ea9c62
qwen3_8_27b,C,strict_schema_validity_rate,1,42,0,0.0,,homogeneous,449cd9ea9c62
qwen3_8_27b,C,encoding_object_rate,1,42,100,100.0,,homogeneous,449cd9ea9c62
qwen3_8_27b,C,completeness_score,1,42,1,1.0,,homogeneous,449cd9ea9c62
qwen3_8_27b,C,top_1_accuracy,1,42,96.72,96.72,,homogeneous,449cd9ea9c62
qwen3_8_27b,C,macro_f1,1,42,0.7625,0.7625,,homogeneous,449cd9ea9c62
qwen3_8_27b,C,exact_task_classification,1,42,96.35,96.35,,homogeneous,449cd9ea9c62
qwen3_8_27b,C,exact_encoding,1,42,98.18,98.18,,homogeneous,449cd9ea9c62
qwen3_8_27b,C,exact_encoding_strict,1,42,52.92,52.92,,homogeneous,449cd9ea9c62
qwen3_8_27b,C,paraphrase_consistency,1,42,100,100.0,,homogeneous,449cd9ea9c62
qwen3_8_27b,C,paraphrase_accuracy,1,42,96.72,96.72,,homogeneous,449cd9ea9c62
qwen3_8_27b,C,missing_info_clarification_rate,1,42,0,0.0,,homogeneous,449cd9ea9c62
qwen3_8_27b,C,avg_latency_ms,1,42,76232.6,76232.6,,homogeneous,449cd9ea9c62
qwen3_8_27b,D,json_parse_rate,1,42,100,100.0,,homogeneous,449cd9ea9c62
qwen3_8_27b,D,strict_schema_validity_rate,1,42,0,0.0,,homogeneous,449cd9ea9c62
qwen3_8_27b,D,encoding_object_rate,1,42,100,100.0,,homogeneous,449cd9ea9c62
qwen3_8_27b,D,completeness_score,1,42,1,1.0,,homogeneous,449cd9ea9c62
qwen3_8_27b,D,top_1_accuracy,1,42,97.45,97.45,,homogeneous,449cd9ea9c62
qwen3_8_27b,D,macro_f1,1,42,0.7888,0.7888,,homogeneous,449cd9ea9c62
qwen3_8_27b,D,exact_task_classification,1,42,97.45,97.45,,homogeneous,449cd9ea9c62
qwen3_8_27b,D,exact_encoding,1,42,97.81,97.81,,homogeneous,449cd9ea9c62
qwen3_8_27b,D,exact_encoding_strict,1,42,50,50.0,,homogeneous,449cd9ea9c62
qwen3_8_27b,D,paraphrase_consistency,1,42,100,100.0,,homogeneous,449cd9ea9c62
qwen3_8_27b,D,paraphrase_accuracy,1,42,97.45,97.45,,homogeneous,449cd9ea9c62
qwen3_8_27b,D,missing_info_clarification_rate,1,42,0,0.0,,homogeneous,449cd9ea9c62
qwen3_8_27b,D,avg_latency_ms,1,42,81338.8,81338.8,,homogeneous,449cd9ea9c62
qwen3_8b,A,json_parse_rate,1,42,100,100.0,,homogeneous,449cd9ea9c62
qwen3_8b,A,strict_schema_validity_rate,1,42,0,0.0,,homogeneous,449cd9ea9c62
qwen3_8b,A,encoding_object_rate,1,42,100,100.0,,homogeneous,449cd9ea9c62
qwen3_8b,A,completeness_score,1,42,1,1.0,,homogeneous,449cd9ea9c62
qwen3_8b,A,top_1_accuracy,1,42,91.61,91.61,,homogeneous,449cd9ea9c62
qwen3_8b,A,macro_f1,1,42,0.5578,0.5578,,homogeneous,449cd9ea9c62
qwen3_8b,A,exact_task_classification,1,42,17.88,17.88,,homogeneous,449cd9ea9c62
qwen3_8b,A,exact_encoding,1,42,10.95,10.95,,homogeneous,449cd9ea9c62
qwen3_8b,A,exact_encoding_strict,1,42,0,0.0,,homogeneous,449cd9ea9c62
qwen3_8b,A,paraphrase_consistency,1,42,100,100.0,,homogeneous,449cd9ea9c62
qwen3_8b,A,paraphrase_accuracy,1,42,91.61,91.61,,homogeneous,449cd9ea9c62
qwen3_8b,A,missing_info_clarification_rate,1,42,0.73,0.73,,homogeneous,449cd9ea9c62
qwen3_8b,A,avg_latency_ms,1,42,32963.8,32963.8,,homogeneous,449cd9ea9c62
qwen3_8b,B,json_parse_rate,1,42,100,100.0,,homogeneous,449cd9ea9c62
qwen3_8b,B,strict_schema_validity_rate,1,42,0,0.0,,homogeneous,449cd9ea9c62
qwen3_8b,B,encoding_object_rate,1,42,100,100.0,,homogeneous,449cd9ea9c62
qwen3_8b,B,completeness_score,1,42,1,1.0,,homogeneous,449cd9ea9c62
qwen3_8b,B,top_1_accuracy,1,42,82.12,82.12,,homogeneous,449cd9ea9c62
qwen3_8b,B,macro_f1,1,42,0.4618,0.4618,,homogeneous,449cd9ea9c62
qwen3_8b,B,exact_task_classification,1,42,45.99,45.99,,homogeneous,449cd9ea9c62
qwen3_8b,B,exact_encoding,1,42,10.58,10.58,,homogeneous,449cd9ea9c62
qwen3_8b,B,exact_encoding_strict,1,42,0,0.0,,homogeneous,449cd9ea9c62
qwen3_8b,B,paraphrase_consistency,1,42,100,100.0,,homogeneous,449cd9ea9c62
qwen3_8b,B,paraphrase_accuracy,1,42,82.12,82.12,,homogeneous,449cd9ea9c62
qwen3_8b,B,missing_info_clarification_rate,1,42,0.36,0.36,,homogeneous,449cd9ea9c62
qwen3_8b,B,avg_latency_ms,1,42,34382.6,34382.6,,homogeneous,449cd9ea9c62
qwen3_8b,C,json_parse_rate,1,42,86.13,86.13,,homogeneous,265109b12002
qwen3_8b,C,strict_schema_validity_rate,1,42,0,0.0,,homogeneous,265109b12002
qwen3_8b,C,encoding_object_rate,1,42,86.13,86.13,,homogeneous,265109b12002
qwen3_8b,C,completeness_score,1,42,0.8613,0.8613,,homogeneous,265109b12002
qwen3_8b,C,top_1_accuracy,1,42,83.94,83.94,,homogeneous,265109b12002
qwen3_8b,C,macro_f1,1,42,0.5302,0.5302,,homogeneous,265109b12002
qwen3_8b,C,exact_task_classification,1,42,83.21,83.21,,homogeneous,265109b12002
qwen3_8b,C,exact_encoding,1,42,83.94,83.94,,homogeneous,265109b12002
qwen3_8b,C,exact_encoding_strict,1,42,55.84,55.84,,homogeneous,265109b12002
qwen3_8b,C,paraphrase_consistency,1,42,83.58,83.58,,homogeneous,265109b12002
qwen3_8b,C,paraphrase_accuracy,1,42,83.94,83.94,,homogeneous,265109b12002
qwen3_8b,C,missing_info_clarification_rate,1,42,0,0.0,,homogeneous,265109b12002
qwen3_8b,C,avg_latency_ms,1,42,22464,22464.0,,homogeneous,265109b12002
qwen3_8b,D,json_parse_rate,1,42,74.09,74.09,,homogeneous,265109b12002
qwen3_8b,D,strict_schema_validity_rate,1,42,0,0.0,,homogeneous,265109b12002
qwen3_8b,D,encoding_object_rate,1,42,74.09,74.09,,homogeneous,265109b12002
qwen3_8b,D,completeness_score,1,42,0.7409,0.7409,,homogeneous,265109b12002
qwen3_8b,D,top_1_accuracy,1,42,58.39,58.39,,homogeneous,265109b12002
qwen3_8b,D,macro_f1,1,42,0.3105,0.3105,,homogeneous,265109b12002
qwen3_8b,D,exact_task_classification,1,42,68.98,68.98,,homogeneous,265109b12002
qwen3_8b,D,exact_encoding,1,42,71.17,71.17,,homogeneous,265109b12002
qwen3_8b,D,exact_encoding_strict,1,42,38.32,38.32,,homogeneous,265109b12002
qwen3_8b,D,paraphrase_consistency,1,42,69.34,69.34,,homogeneous,265109b12002
qwen3_8b,D,paraphrase_accuracy,1,42,58.39,58.39,,homogeneous,265109b12002
qwen3_8b,D,missing_info_clarification_rate,1,42,0,0.0,,homogeneous,265109b12002
qwen3_8b,D,avg_latency_ms,1,42,23054.5,23054.5,,homogeneous,265109b12002
